TableName,TableDesc,ColumnName,ColumnDesc,ETL Conventions,ColumnType,Required,IsPK,IsFK,FK table,FK column,FK
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",observation_source_concept_id,"This is the concept representing the OBSERVATION_SOURCE_VALUE and may not necessarily be standard. This field is discouraged from use in analysis because it is not required to contain Standard Concepts that are used across the OHDSI community, and should only be used when Standard Concepts do not adequately represent the source detail for the Observation necessary for a given analytic use case. Consider using OBSERVATION_CONCEPT_ID instead to enable standardized analytics that can be consistent across the network.","If the OBSERVATION_SOURCE_VALUE is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here. If not available, set to 0.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",unit_source_value,This field houses the verbatim value from the source data representing the unit of the Observation that occurred.,This code is mapped to a Standard Condition Concept in the Standardized Vocabularies and the original code is stored here for reference.,varchar(50),No,NO,NO,,,
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",qualifier_source_value,This field houses the verbatim value from the source data representing the qualifier of the Observation that occurred.,This code is mapped to a Standard Condition Concept in the Standardized Vocabularies and the original code is stored here for reference.,varchar(50),No,NO,NO,,,
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",observation_event_id,"If the Observation record is related to another record in the database, this field is the primary key of the linked record.","Put the primary key of the linked record, if applicable, here. See the ETL Conventions for the OBSERVATION table for more details.",bigint,No,NO,NO,,,
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",obs_event_field_concept_id,"If the Observation record is related to another record in the database, this field is the CONCEPT_ID that identifies which table the primary key of the linked record came from.",Put the CONCEPT_ID that identifies which table and field the OBSERVATION_EVENT_ID came from.,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
OBSERVATION,"The OBSERVATION table captures clinical facts about a Person obtained in the context of examination, questioning or a procedure. Any data that cannot be represented by any other domains, such as social and lifestyle facts, medical history, family history, etc. are recorded here. New to CDM v6.0 An Observation can now be linked to other records in the CDM instance using the fields OBSERVATION_EVENT_ID and OBS_EVENT_FIELD_CONCEPT_ID. To link another record to an Observation, the primary key goes in OBSERVATION_EVENT_ID (CONDITION_OCCURRENCE_ID, DRUG_EXPOSURE_ID, etc.) and the Concept representing the field where the OBSERVATION_EVENT_ID was taken from go in the OBS_EVENT_FIELD_CONCEPT_ID. For example, a CONDITION_OCCURRENCE of Asthma might be linked to an Observation of a family history of Asthma. In this case the CONDITION_OCCURRENCE_ID of the Asthma record would go in OBSERVATION_EVENT_ID of the family history record and the CONCEPT_ID 1147127 would go in OBS_EVENT_FIELD_CONCEPT_ID to denote that the OBSERVATION_EVENT_ID represents a CONDITION_OCCURRENCE_ID.",value_as_datetime,It is possible that some Observation records might store a result as a date value.,,datetime,No,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_id,A unique identifier for each note.,,integer,Yes,YES,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",person_id,,,bigint,Yes,NO,YES,PERSON,person_id,"[PERSON, person_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_event_id,,,bigint,No,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_event_field_concept_id,,,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_date,The date the note was recorded.,,date,Yes,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_datetime,,If time is not given set the time to midnight.,datetime,No,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_type_concept_id,The provenance of the note. Most likely this will be EHR.,"Put the source system of the note, as in EHR record. Accepted Concepts.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_class_concept_id,A Standard Concept Id representing the HL7 LOINC Document Type Vocabulary classification of the note.,Map the note classification to a Standard Concept. For more information see the ETL Conventions in the description of the NOTE table. AcceptedConcepts. This Concept can alternatively be represented by concepts with the relationship ‘Kind of (LOINC)’ to 706391 (Note).,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_title,The title of the note.,,varchar(250),No,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_text,The content of the note.,,varchar(MAX),Yes,NO,NO,,,
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",encoding_concept_id,This is the Concept representing the character encoding type.,"Put the Concept Id that represents the encoding character type here. Currently the only option is UTF-8 (32678). It the note is encoded in any other type, like ASCII then put 0.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",language_concept_id,The language of the note.,Use Concepts that are descendants of the concept 4182347 (World Languages).,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",provider_id,The Provider who wrote the note.,The ETL may need to make a determination on which provider to put here.,bigint,No,NO,YES,PROVIDER,provider_id,"[PROVIDER, provider_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",visit_occurrence_id,The Visit during which the note was written.,,bigint,No,NO,YES,VISIT_OCCURRENCE,visit_occurrence_id,"[VISIT_OCCURRENCE, visit_occurrence_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",visit_detail_id,The Visit Detail during which the note was written.,,bigint,No,NO,YES,VISIT_DETAIL,visit_detail_id,"[VISIT_DETAIL, visit_detail_id]"
NOTE,"The NOTE table captures unstructured information that was recorded by a provider about a patient in free text (in ASCII, or preferably in UTF8 format) notes on a given date. The type of note_text is CLOB or varchar(MAX) depending on RDBMS.",note_source_value,,The source value mapped to the NOTE_CLASS_CONCEPT_ID.,varchar(50),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,note_nlp_id,A unique identifier for the NLP record.,,bigint,Yes,YES,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,note_id,This is the NOTE_ID for the NOTE record the NLP record is associated to.,,integer,Yes,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,section_concept_id,,"The SECTION_CONCEPT_ID should be used to represent the note section contained in the NOTE_NLP record. These concepts can be found as parts of document panels and are based on the type of note written, i.e. a discharge summary. These panels can be found as concepts with the relationship ‘Subsumes’ to CONCEPT_ID 45875957.",integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,snippet,A small window of text surrounding the term,,varchar(250),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,"""offset""",Character offset of the extracted term in the input note,,varchar(50),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,lexical_variant,Raw text extracted from the NLP tool.,,varchar(250),Yes,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,note_nlp_concept_id,,,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,note_nlp_source_concept_id,,,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,nlp_system,,Name and version of the NLP system that extracted the term. Useful for data provenance.,varchar(250),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,nlp_date,The date of the note processing.,,date,Yes,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,nlp_datetime,The date and time of the note processing.,,datetime,No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,term_exists,,Term_exists is defined as a flag that indicates if the patient actually has or had the condition. Any of the following modifiers would make Term_exists false: Negation = true Subject = [anything other than the patient] Conditional = true/li> Rule_out = true Uncertain = very low certainty or any lower certainties A complete lack of modifiers would make Term_exists true.,varchar(1),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,term_temporal,,Term_temporal is to indicate if a condition is present or just in the past. The following would be past:<br><br> - History = true - Concept_date = anything before the time of the report,varchar(50),No,NO,NO,,,
NOTE_NLP,The NOTE_NLP table encodes all output of NLP on clinical notes. Each row represents a single extracted term from a note.,term_modifiers,,"For the modifiers that are there, they would have to have these values:<br><br> - Negation = false - Subject = patient - Conditional = false - Rule_out = false - Uncertain = true or high or moderate or even low (could argue about low). Term_modifiers will concatenate all modifiers for different types of entities (conditions, drugs, labs etc) into one string. Lab values will be saved as one of the modifiers.",varchar(2000),No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_id,Unique identifier for each specimen.,,bigint,Yes,YES,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,person_id,The person from whom the specimen is collected.,,bigint,Yes,NO,YES,PERSON,person_id,"[PERSON, person_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_concept_id,,The standard CONCEPT_ID that the SPECIMEN_SOURCE_VALUE maps to in the specimen domain. Accepted Concepts,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_type_concept_id,,"Put the source of the specimen record, as in an EHR system. Accepted Concepts.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_date,The date the specimen was collected.,,date,Yes,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_datetime,,,datetime,No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,quantity,The amount of specimen collected from the person.,,float,No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,unit_concept_id,The unit for the quantity of the specimen.,Map the UNIT_SOURCE_VALUE to a Standard Concept in the Unit domain. Accepted Concepts,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,anatomic_site_concept_id,This is the site on the body where the specimen is from.,Map the ANATOMIC_SITE_SOURCE_VALUE to a Standard Concept in the Spec Anatomic Site domain. This should be coded at the lowest level of granularity Accepted Concepts,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,disease_status_concept_id,,,integer,No,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_source_id,This is the identifier for the specimen from the source system.,,varchar(50),No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,specimen_source_value,,,varchar(50),No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,unit_source_value,,"This unit for the quantity of the specimen, as represented in the source.",varchar(50),No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,anatomic_site_source_value,,"This is the site on the body where the specimen was taken from, as represented in the source.",varchar(50),No,NO,NO,,,
SPECIMEN,The specimen domain contains the records identifying biological samples from a person.,disease_status_source_value,,,varchar(50),No,NO,NO,,,
FACT_RELATIONSHIP,"The FACT_RELATIONSHIP table contains records about the relationships between facts stored as records in any table of the CDM. Relationships can be defined between facts from the same domain, or different domains. Examples of Fact Relationships include: Person relationships (parent-child), care site relationships (hierarchical organizational structure of facilities within a health system), indication relationship (between drug exposures and associated conditions), usage relationships (of devices during the course of an associated procedure), or facts derived from one another (measurements derived from an associated specimen).",domain_concept_id_1,,,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
FACT_RELATIONSHIP,"The FACT_RELATIONSHIP table contains records about the relationships between facts stored as records in any table of the CDM. Relationships can be defined between facts from the same domain, or different domains. Examples of Fact Relationships include: Person relationships (parent-child), care site relationships (hierarchical organizational structure of facilities within a health system), indication relationship (between drug exposures and associated conditions), usage relationships (of devices during the course of an associated procedure), or facts derived from one another (measurements derived from an associated specimen).",fact_id_1,,,bigint,Yes,NO,NO,,,
FACT_RELATIONSHIP,"The FACT_RELATIONSHIP table contains records about the relationships between facts stored as records in any table of the CDM. Relationships can be defined between facts from the same domain, or different domains. Examples of Fact Relationships include: Person relationships (parent-child), care site relationships (hierarchical organizational structure of facilities within a health system), indication relationship (between drug exposures and associated conditions), usage relationships (of devices during the course of an associated procedure), or facts derived from one another (measurements derived from an associated specimen).",domain_concept_id_2,,,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
FACT_RELATIONSHIP,"The FACT_RELATIONSHIP table contains records about the relationships between facts stored as records in any table of the CDM. Relationships can be defined between facts from the same domain, or different domains. Examples of Fact Relationships include: Person relationships (parent-child), care site relationships (hierarchical organizational structure of facilities within a health system), indication relationship (between drug exposures and associated conditions), usage relationships (of devices during the course of an associated procedure), or facts derived from one another (measurements derived from an associated specimen).",fact_id_2,,,bigint,Yes,NO,NO,,,
FACT_RELATIONSHIP,"The FACT_RELATIONSHIP table contains records about the relationships between facts stored as records in any table of the CDM. Relationships can be defined between facts from the same domain, or different domains. Examples of Fact Relationships include: Person relationships (parent-child), care site relationships (hierarchical organizational structure of facilities within a health system), indication relationship (between drug exposures and associated conditions), usage relationships (of devices during the course of an associated procedure), or facts derived from one another (measurements derived from an associated specimen).",relationship_concept_id,,,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,,,,,,,,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_conduct_id,Unique identifier for each completed survey.,For each instance of a survey completion create a unique identifier.,bigint,Yes,YES,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,person_id,,,bigint,Yes,NO,YES,PERSON,person_id,"[PERSON, person_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_concept_id,This is the Concept that represents the survey that was completed.,Put the CONCEPT_ID that identifies the survey that the Person completed. There is no specified domain for this table but the concept class ‘staging/scales’ contains many common surveys. Accepted Concepts.,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_start_date,Date on which the survey was started.,,date,No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_start_datetime,,"If no time given, set to midnight.",datetime,No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_end_date,Date on which the survey was completed.,,date,No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_end_datetime,,"If no time given, set to midnight.",datetime,Yes,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,provider_id,This is the Provider associated with the survey completion.,The ETL may need to make a choice as to which Provider to put here. This could either be the provider that ordered the survey or the provider who observed the completion of the survey.,bigint,No,NO,YES,PROVIDER,provider_id,"[PROVIDER, provider_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,assisted_concept_id,This is a Concept that represents whether the survey was completed with assistance or independently.,"There is no specific domain or class for this field, just choose the one that best represents the value given in the source.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,respondent_type_concept_id,"This is a Concept that represents who actually recorded the answers to the survey. For example, this could be the patient or a research associate.","There is no specific domain or class for this field, just choose the one that best represents the value given in the source.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,timing_concept_id,This is a Concept that represents the timing of the survey. For example this could be the 3-month follow-up appointment.,"There is no specific domain or class for this field, just choose the one that best represents the value given in the source.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,collection_method_concept_id,This Concept represents how the responses were collected.,Use the concepts that have the relationship ‘Has Answer’ with the CONCEPT_ID 42529316.,integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,assisted_source_value,"Source value representing whether patient required assistance to complete the survey. Example: ‘Completed without assistance’, ‘Completed with assistance’.",,varchar(50),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,respondent_type_source_value,Source code representing role of person who completed the survey.,,varchar(100),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,timing_source_value,"Text string representing the timing of the survey. Example: Baseline, 6-month follow-up.",,varchar(100),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,collection_method_source_value,The collection method as it appears in the source data.,,varchar(100),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_source_value,The survey name as it appears in the source data.,,varchar(100),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_source_concept_id,,"If unavailable, set to 0.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_source_identifier,Unique identifier for each completed survey in source system.,,varchar(100),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,validated_survey_concept_id,,"If unavailable, set to 0.",integer,Yes,NO,YES,CONCEPT,concept_id,"[CONCEPT, concept_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,validated_survey_source_value,Source value representing the validation status of the survey.,,integer,No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,survey_version_number,Version number of the questionnaire or survey used.,,varchar(20),No,NO,NO,,,
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,visit_occurrence_id,The Visit during which the Survey occurred.,,bigint,No,NO,YES,VISIT_OCCURRENCE,visit_occurrence_id,"[VISIT_OCCURRENCE, visit_occurrence_id]"
SURVEY_CONDUCT,The SURVEY_CONDUCT table is used to store an instance of a completed survey or questionnaire.,response_visit_occurrence_id,The Visit during which any treatment related to the Survey was carried out.,,bigint,No,NO,YES,VISIT_OCCURRENCE,visit_occurrence_id,"[VISIT_OCCURRENCE, visit_occurrence_id]"
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,location_id,The unique key given to a unique Location.,Each instance of a Location in the source data should be assigned this unique key.,bigint,Yes,YES,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,address_1,This is the first line of the address.,,varchar(50),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,address_2,This is the second line of the address,,varchar(50),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,city,,,varchar(50),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,state,,,varchar(2),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,zip,,"Zip codes are handled as strings of up to 9 characters length. For US addresses, these represent either a 3-digit abbreviated Zip code as provided by many sources for patient protection reasons, the full 5-digit Zip or the 9-digit (ZIP + 4) codes. Unless for specific reasons analytical methods should expect and utilize only the first 3 digits. For international addresses, different rules apply.",varchar(9),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,county,,,varchar(20),No,NO,NO,,,
LOCATION,The LOCATION table represents a generic way to capture physical location or address information of Persons and Care Sites. The LOCATION table now includes latitude and longitude.,location_source_value,,"Put the verbatim value for the location here, as it shows up in the source.",varchar(50),No,NO,NO,,,
